('Total Revenue', '254,190,000.00', '245,122,000.00', '211,915,000.00', '198,270,000.00', '168,088,000.00')
         680476 function calls (662099 primitive calls) in 1.716 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:1482(Logger)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        9    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        1    0.000    0.000    0.000    0.000 __init__.py:60(Sectioned)
        1    0.000    0.000    0.000    0.000 poolmanager.py:229(_new_pool)
       32    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    0.000    0.000 connectionpool.py:980(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:34(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
        2    0.000    0.000    0.000    0.000 ssl.py:670(verify_mode)
       21    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       25    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
       79    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        1    0.000    0.000    0.000    0.000 timeout.py:25(Timeout)
        1    0.000    0.000    0.084    0.084 ssl.py:1313(do_handshake)
        3    0.000    0.000    0.251    0.084 models.py:890(content)
        1    0.000    0.000    0.000    0.000 __init__.py:383(HTMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
        1    0.000    0.000    0.000    0.000 poolmanager.py:330(connection_from_pool_key)
        1    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        1    0.000    0.000    0.000    0.000 _adapters.py:19(Message)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        1    0.000    0.000    0.001    0.001 _markupbase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:496(DetectsXMLParsedAsHTML)
        1    0.000    0.000    0.000    0.000 parser.py:62(HTMLParser)
        4    0.000    0.000    0.000    0.000 warnings.py:166(simplefilter)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1246(CookieJar)
        1    0.000    0.000    0.000    0.000 poolmanager.py:305(connection_from_context)
        1    0.000    0.000    0.000    0.000 readers.py:17(__init__)
       23    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 _collections.py:204(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
        5    0.000    0.000    0.000    0.000 connection.py:404(<genexpr>)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        1    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
        2    0.000    0.000    0.000    0.000 cookies.py:124(extract_cookies_to_jar)
        1    0.000    0.000    0.000    0.000 models.py:640(Response)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        3    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        1    0.000    0.000    0.000    0.000 __init__.py:1266(ZipFile)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_decl)
        3    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1680(extract_cookies)
        3    0.000    0.000    0.000    0.000 pathlib.py:1159(__init__)
        8    0.000    0.000    0.000    0.000 utils.py:1045(_validate_header_part)
        1    0.000    0.000    0.000    0.000 connection.py:335(putrequest)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 sessions.py:356(Session)
        1    0.000    0.000    0.000    0.000 connection.py:132(__init__)
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:58(check_compatibility)
        3    0.000    0.000    0.000    0.000 __init__.py:1702(addHandler)
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        1    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        1    0.000    0.000    0.000    0.000 subprocess.py:470(CompletedProcess)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
        1    0.000    0.000    0.000    0.000 models.py:658(__init__)
       15    0.000    0.000    0.000    0.000 ssl.py:938(_sslcopydoc)
       36    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        1    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:549(__subclasshook__)
        1    0.000    0.000    0.000    0.000 cookies.py:140(get_cookie_header)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
       43    0.000    0.000    0.000    0.000 enum.py:820(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        2    0.000    0.000    0.000    0.000 url.py:100(__new__)
       10    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.084    0.084 ssl.py:449(wrap_socket)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        2    0.000    0.000    0.000    0.000 functools.py:904(wrapper)
       26    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.000    0.000 csv.py:83(DictReader)
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
        3    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        2    0.000    0.000    0.000    0.000 ssl.py:678(verify_mode)
        8    0.000    0.000    0.000    0.000 element.py:387(_last_descendant)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
       42    0.000    0.000    0.000    0.000 __init__.py:609(__missing__)
        6    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 connection.py:566(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 client.py:261(__init__)
        1    0.000    0.000    0.000    0.000 message.py:483(items)
        1    0.000    0.000    0.000    0.000 __init__.py:1353(Manager)
        1    0.000    0.000    0.083    0.083 client.py:245(parse_headers)
        1    0.000    0.000    0.000    0.000 adapters.py:90(_urllib3_request_context)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 sessions.py:794(close)
        1    0.000    0.000    0.000    0.000 cp1252.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 request.py:191(body_to_chunks)
        1    0.000    0.000    0.000    0.000 poolmanager.py:276(connection_from_host)
        1    0.000    0.000    0.000    0.000 functools.py:774(_find_impl)
       16    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:595(__init__)
       29    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 _parseaddr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:313(PreparedRequest)
        1    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
        1    0.000    0.000    0.000    0.000 idna.py:308(getregentry)
        1    0.000    0.000    0.000    0.000 css_types.py:34(Immutable)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        3    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        4    0.000    0.000    0.000    0.000 enum.py:816(__iter__)
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        4    0.000    0.000    0.000    0.000 utils.py:1034(check_header_validity)
        1    0.000    0.000    0.000    0.000 _collections.py:39(_Sentinel)
        2    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
       14    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1452(_fixupChildren)
        1    0.000    0.000    0.000    0.000 cookies.py:176(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
        1    0.000    0.000    0.000    0.000 cookiejar.py:874(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 __init__.py:594(register_treebuilders_from)
        1    0.000    0.000    0.000    0.000 client.py:1027(send)
        1    0.000    0.000    0.239    0.239 __init__.py:471(_feed)
        1    0.000    0.000    0.000    0.000 utils.py:1018(get_auth_from_url)
       24    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
        1    0.000    0.000    0.000    0.000 __init__.py:111(TreeBuilder)
        2    0.000    0.000    0.000    0.000 socket.py:500(close)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.092    0.092 css.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:919(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:100(CompleteDirs)
       12    0.000    0.000    0.000    0.000 retry.py:242(<genexpr>)
        5    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        2    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
        1    0.000    0.000    0.000    0.000 __init__.py:189(Path)
        1    0.000    0.000    0.000    0.000 typing.py:2112(runtime_checkable)
        3    0.000    0.000    0.000    0.000 feedparser.py:171(feed)
        1    0.000    0.000    0.000    0.000 __meta__.py:83(__new__)
        1    0.000    0.000    0.001    0.001 _common.py:107(from_package)
        1    0.000    0.000    0.000    0.000 poolmanager.py:162(PoolManager)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
       11    0.000    0.000    0.000    0.000 queue.py:254(_get)
        1    0.000    0.000    0.000    0.000 adapters.py:546(request_url)
        1    0.000    0.000    0.000    0.000 parse.py:509(urlunparse)
        2    0.000    0.000    0.000    0.000 adapters.py:240(init_poolmanager)
       25    0.000    0.000    0.000    0.000 message.py:511(set_raw)
        1    0.000    0.000    0.000    0.000 socket.py:770(close)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(items)
        1    0.000    0.000    0.000    0.000 parser.py:86(__init__)
        1    0.000    0.000    0.000    0.000 header.py:536(_Accumulator)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        3    0.000    0.000    0.000    0.000 element.py:27(_alias)
        1    0.000    0.000    0.000    0.000 pathlib.py:437(__str__)
        1    0.000    0.000    0.000    0.000 structures.py:76(copy)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 readers.py:56(MultiplexedPath)
        1    0.000    0.000    0.000    0.000 css.py:13(CSS)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 formatter.py:3(Formatter)
        1    0.000    0.000    0.000    0.000 typing.py:1515(copy_with)
        1    0.000    0.000    0.000    0.000 request.py:1695(URLopener)
        1    0.000    0.000    0.001    0.001 base64mime.py:1(<module>)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        2    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        1    0.000    0.000    0.000    0.000 abc.py:96(InspectLoader)
        2    0.000    0.000    0.000    0.000 poolmanager.py:267(clear)
        5    0.000    0.000    0.000    0.000 typing.py:2310(get_origin)
        1    0.000    0.000    0.000    0.000 tempfile.py:999(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 element.py:933(NavigableString)
        1    0.000    0.000    0.000    0.000 __init__.py:659(FastPath)
       11    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.000    0.000 socket.py:681(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:51(register)
        1    0.000    0.000    0.000    0.000 client.py:1082(_send_output)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        1    0.000    0.000    0.000    0.000 models.py:494(prepare_body)
        2    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        1    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 response.py:1092(closed)
        1    0.000    0.000    0.000    0.000 response.py:143(flush)
        1    0.000    0.000    0.000    0.000 connectionpool.py:81(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2147(IPv6Interface)
        1    0.000    0.000    0.000    0.000 utils.py:826(get_environ_proxies)
        1    0.000    0.000    0.000    0.000 typing.py:1533(__getitem_inner__)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
        1    0.000    0.000    0.000    0.000 probe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:84(RequestEncodingMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:273(EntryPoints)
       11    0.000    0.000    0.000    0.000 queue.py:251(_put)
        1    0.000    0.000    0.000    0.000 connectionpool.py:256(_get_conn)
       25    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _common.py:51(files)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1420(IPv4Interface)
        1    0.000    0.000    0.000    0.000 request.py:2542(proxy_bypass_environment)
        1    0.000    0.000    0.000    0.000 feedparser.py:44(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 connection.py:548(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 _collections.py:63(RecentlyUsedContainer)
        8    0.000    0.000    0.000    0.000 formatter.py:42(_default)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        2    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:436(PercentStyle)
        5    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:199(split)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        3    0.000    0.000    0.005    0.002 __init__.py:73(import_module)
        1    0.000    0.000    0.000    0.000 utils.py:900(default_headers)
        1    0.000    0.000    0.000    0.000 cookies.py:442(BaseCookie)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 dammit.py:317(EncodingDetector)
        3    0.000    0.000    0.000    0.000 _htmlparser.py:222(handle_entityref)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 traceback.py:679(TracebackException)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:546(Formatter)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 __meta__.py:143(_get_canonical)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        2    0.000    0.000    0.000    0.000 adapters.py:536(close)
        1    0.000    0.000    0.084    0.084 ssl_.py:390(ssl_wrap_socket)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 models.py:258(__init__)
        2    0.000    0.000    0.000    0.000 sessions.py:799(mount)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1192(get_resource_reader)
        3    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:93(__getitem__)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 charset.py:162(Charset)
        1    0.000    0.000    0.000    0.000 client.py:442(flush)
        1    0.000    0.000    0.000    0.000 _collections.py:100(__setitem__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:120(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 utils.py:660(requote_uri)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 ssl.py:394(_ASN1Object)
        6    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 __version__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
        2    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
       23    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 timeout.py:188(clone)
        1    0.000    0.000    0.000    0.000 response.py:499(_flush_decoder)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
        1    0.000    0.000    0.001    0.001 _adapters.py:28(get_resource_reader)
        1    0.000    0.000    0.000    0.000 parse.py:931(quote_from_bytes)
        1    0.000    0.000    0.000    0.000 exceptions.py:137(NewConnectionError)
        1    0.000    0.000    0.001    0.001 __init__.py:469(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 parser.py:96(reset)
        3    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x7da07be0afc0}
        1    0.000    0.000    0.000    0.000 typing.py:1519(__getitem__)
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
        1    0.000    0.000    0.000    0.000 response.py:641(release_conn)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
       10    0.000    0.000    0.000    0.000 connection.py:357(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
       26    0.000    0.000    0.000    0.000 _collections.py:289(__iter__)
        1    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 calendar.py:58(Month)
        1    0.000    0.000    0.000    0.000 cookies.py:23(MockRequest)
        1    0.000    0.000    0.000    0.000 structures.py:86(__init__)
        3    0.000    0.000    0.005    0.002 <frozen importlib._bootstrap>:1375(_gcd_import)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        3    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        1    0.000    0.000    0.000    0.000 url.py:80(Url)
       18    0.000    0.000    0.000    0.000 enum.py:1411(<lambda>)
        3    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        1    0.000    0.000    0.000    0.000 traceback.py:248(FrameSummary)
        1    0.000    0.000    0.000    0.000 __init__.py:1182(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 element.py:115(ContentMetaAttributeValue)
        1    0.000    0.000    0.000    0.000 response.py:118(__init__)
        1    0.000    0.000    0.000    0.000 random.py:222(__init_subclass__)
       16    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        4    0.000    0.000    0.000    0.000 cookiejar.py:884(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:113(_localized_day)
        2    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        9    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 _markupbase.py:23(ParserBase)
        2    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
        1    0.000    0.000    0.005    0.005 compat.py:18(_resolve_char_detection)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
        1    0.000    0.000    0.000    0.000 models.py:85(path_url)
        1    0.000    0.000    0.000    0.000 adapters.py:137(BaseAdapter)
        1    0.000    0.000    0.000    0.000 parse.py:855(quote)
        1    0.000    0.000    0.000    0.000 utils.py:539(get_encoding_from_headers)
        1    0.000    0.000    0.000    0.000 __init__.py:139(__init__)
        5    0.000    0.000    0.000    0.000 connection.py:163(host)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:36(BeautifulSoupHTMLParser)
        5    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
        1    0.000    0.000    0.000    0.000 feedparser.py:182(close)
        1    0.000    0.000    0.000    0.000 typing.py:2815(NamedTuple)
        1    0.000    0.000    0.000    0.000 css_match.py:1499(SoupSieve)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 parse.py:520(urlunsplit)
        2    0.000    0.000    0.000    0.000 typing.py:1194(__instancecheck__)
        1    0.000    0.000    0.000    0.000 _request_methods.py:20(RequestMethods)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1753(__iter__)
        1    0.000    0.000    0.000    0.000 client.py:947(_wrap_ipv6)
        2    0.000    0.000    0.000    0.000 response.py:741(_error_catcher)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        2    0.000    0.000    0.000    0.000 connectionpool.py:346(_get_timeout)
        2    0.000    0.000    0.000    0.000 models.py:997(raise_for_status)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:2285(_strip_annotations)
        1    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:1173(send)
        1    0.000    0.000    0.000    0.000 sessions.py:454(__exit__)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 client.py:1452(HTTPSConnection)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        3    0.000    0.000    0.000    0.000 timeout.py:126(resolve_default_timeout)
       11    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _adapters.py:12(__init__)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 __init__.py:776(MetadataPathFinder)
        1    0.000    0.000    0.001    0.001 certs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:839(ZipExtFile)
        1    0.000    0.000    0.000    0.000 socket.py:664(SocketIO)
        1    0.000    0.000    0.000    0.000 random.py:126(__init__)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:285(HTMLParserTreeBuilder)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 __init__.py:803(PathDistribution)
        1    0.000    0.000    0.000    0.000 css_types.py:183(Selector)
        1    0.000    0.000    0.000    0.000 parse.py:672(unquote)
        1    0.000    0.000    0.000    0.000 sessions.py:781(get_adapter)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 models.py:334(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:634(__init__)
        1    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        1    0.000    0.000    0.000    0.000 utils.py:514(_parse_content_type_header)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_resolve_filename)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 client.py:1320(endheaders)
        1    0.000    0.000    0.000    0.000 response.py:450(_init_decoder)
        1    0.000    0.000    0.000    0.000 socket.py:516(family)
        1    0.000    0.000    0.000    0.000 ssl.py:185(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 subprocess.py:126(CalledProcessError)
        1    0.000    0.000    0.000    0.000 request.py:1076(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 calendar.py:189(Calendar)
        1    0.000    0.000    0.000    0.000 timeout.py:172(from_float)
        1    0.000    0.000    0.000    0.000 socket.py:506(detach)
        2    0.000    0.000    0.000    0.000 __init__.py:1317(__init__)
        6    0.000    0.000    0.000    0.000 client.py:1064(_output)
        4    0.000    0.000    0.000    0.000 functools.py:965(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 __init__.py:360(ZipInfo)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:487(__repr__)
        1    0.000    0.000    0.000    0.000 element.py:1114(Doctype)
        2    0.000    0.000    0.000    0.000 weakref.py:427(__setitem__)
        4    0.000    0.000    0.000    0.000 __init__.py:1323(append)
       20    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 __init__.py:333(SAXTreeBuilder)
        1    0.000    0.000    0.000    0.000 adapters.py:396(build_connection_pool_key_attributes)
        1    0.000    0.000    0.000    0.000 feedparser.py:134(FeedParser)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1734(clear_expired_cookies)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        1    0.000    0.000    0.000    0.000 element.py:2145(SoupStrainer)
        1    0.000    0.000    0.000    0.000 fields.py:153(RequestField)
        1    0.000    0.000    0.000    0.000 models.py:610(prepare_cookies)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 ssl.py:556(options)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.084    0.084 ssl_.py:488(_ssl_wrap_socket_impl)
        3    0.000    0.000    0.000    0.000 feedparser.py:121(pushlines)
        3    0.000    0.000    0.000    0.000 pathlib.py:1166(__new__)
        1    0.000    0.000    0.001    0.001 ssl.py:430(__new__)
        1    0.000    0.000    0.000    0.000 css_types.py:97(ImmutableDict)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 pathlib.py:429(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:2846(_namedtuple_mro_entries)
        6    0.000    0.000    0.000    0.000 typing.py:1557(<genexpr>)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        1    0.000    0.000    0.001    0.001 pathlib.py:812(PureWindowsPath)
        1    0.000    0.000    0.001    0.001 _adapters.py:149(_native)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:588(prepare_auth)
        1    0.000    0.000    0.000    0.000 feedparser.py:195(_new_message)
        1    0.000    0.000    0.000    0.000 __init__.py:611(DistributionFinder)
