('Total Revenue', '254,190,000.00', '245,122,000.00', '211,915,000.00', '198,270,000.00', '168,088,000.00')
         680476 function calls (662099 primitive calls) in 1.716 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
      316    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
      418    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        9    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
        1    0.000    0.000    0.008    0.008 cookiejar.py:1(<module>)
       10    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
      311    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        1    0.000    0.000    0.039    0.039 sessions.py:1(<module>)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
      136    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      311    0.000    0.000    0.000    0.000 css_parser.py:302(get_name)
       12    0.000    0.000    0.000    0.000 queue.py:154(get)
        8    0.000    0.000    0.001    0.000 _htmlparser.py:182(handle_charref)
       16    0.000    0.000    0.047    0.003 css_parser.py:296(__init__)
        2    0.000    0.000    0.002    0.001 core.py:1(<module>)
       24    0.000    0.000    0.001    0.000 typing.py:1458(copy_with)
       12    0.000    0.000    0.000    0.000 typing.py:1096(_generic_init_subclass)
      217    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.023    0.023 connectionpool.py:1(<module>)
       55    0.000    0.000    0.000    0.000 __init__.py:255(escape)
       13    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.049    0.049 css_parser.py:418(CSSParser)
      259    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
    84/82    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
      198    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
       14    0.000    0.000    0.021    0.002 css_parser.py:1135(process_selectors)
       73    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
       26    0.000    0.000    0.000    0.000 typing.py:1178(__getattr__)
        1    0.000    0.000    0.020    0.020 ssl_.py:1(<module>)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
       12    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
       54    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
       87    0.000    0.000    0.000    0.000 typing.py:723(<genexpr>)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
      155    0.000    0.000    0.000    0.000 enum.py:1292(value)
       11    0.000    0.000    0.000    0.000 queue.py:122(put)
        1    0.000    0.000    0.000    0.000 feedparser.py:469(_parse_headers)
      130    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:974(update)
      329    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
      109    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
        2    0.000    0.000    0.000    0.000 parse.py:452(urlsplit)
       19    0.000    0.000    0.000    0.000 typing.py:2476(overload)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 url.py:367(parse_url)
        1    0.000    0.000    0.045    0.045 dammit.py:1(<module>)
       98    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
        2    0.000    0.000    0.003    0.002 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        4    0.000    0.000    0.000    0.000 feedparser.py:216(_parsegen)
        1    0.000    0.000    0.139    0.139 element.py:1(<module>)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        1    0.000    0.000    1.134    1.134 sessions.py:673(send)
        1    0.000    0.000    0.002    0.002 _common.py:1(<module>)
        6    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
        1    0.000    0.000    0.084    0.084 connection.py:846(_ssl_wrap_socket_and_match_hostname)
        1    0.000    0.000    0.002    0.002 ssl_.py:219(create_urllib3_context)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
       44    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 connection.py:369(request)
        6    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
        1    0.000    0.000    0.883    0.883 adapters.py:613(send)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.017    0.017 compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
    32/26    0.000    0.000    0.002    0.000 typing.py:508(__getitem__)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        2    0.000    0.000    0.021    0.010 parser.py:1(<module>)
    44/25    0.000    0.000    0.000    0.000 typing.py:1573(__hash__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.168    0.168 connection.py:669(connect)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
      162    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
       43    0.000    0.000    0.250    0.006 models.py:816(generate)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
      131    0.000    0.000    0.000    0.000 typing.py:1252(__eq__)
        1    0.000    0.000    0.084    0.084 ssl.py:956(_create)
        2    0.000    0.000    0.001    0.000 __init__.py:71(search_function)
      171    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
        1    0.000    0.000    0.002    0.002 ipaddress.py:1(<module>)
        1    0.000    0.000    0.883    0.883 connectionpool.py:592(urlopen)
      114    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.001    0.001 ipaddress.py:2314(_IPv6Constants)
        1    0.000    0.000    0.004    0.004 css_types.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
        2    0.000    0.000    0.002    0.001 _collections.py:1(<module>)
        2    0.000    0.000    0.014    0.007 element.py:2013(find_all)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
      102    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.001    0.001 sessions.py:457(prepare_request)
        7    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
        1    0.000    0.000    0.714    0.714 connection.py:485(getresponse)
        9    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        1    0.000    0.000    0.082    0.082 client.py:213(_read_headers)
        1    0.000    0.000    0.004    0.004 header.py:1(<module>)
       26    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
      141    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        5    0.000    0.000    0.000    0.000 client.py:1292(putheader)
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
      128    0.000    0.000    0.000    0.000 typing.py:1565(__eq__)
        8    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        1    0.000    0.000    0.045    0.045 formatter.py:1(<module>)
      114    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        2    0.000    0.000    0.043    0.021 api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.001    0.001 hashlib.py:1(<module>)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
       45    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      191    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       25    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
        1    0.000    0.000    0.024    0.024 css_parser.py:316(__init__)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.882    0.882 connectionpool.py:377(_make_request)
        1    0.000    0.000    0.001    0.001 retry.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
       43    0.000    0.000    0.250    0.006 response.py:1044(stream)
        1    0.000    0.000    0.000    0.000 client.py:1136(putrequest)
       37    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    1.136    1.136 sessions.py:500(request)
        3    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
      162    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        2    0.000    0.000    0.000    0.000 element.py:2155(__init__)
       54    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 element.py:144(PageElement)
        1    0.000    0.000    0.000    0.000 element.py:1191(Tag)
       50    0.000    0.000    0.000    0.000 typing.py:1454(<genexpr>)
       12    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
        8    0.000    0.000    0.000    0.000 message.py:494(get)
        4    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1569(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        1    0.000    0.000    0.004    0.004 cd.py:1(<module>)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
       42    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:1047(_generic_class_getitem)
       44    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        1    0.000    0.000    0.000    0.000 models.py:409(prepare_url)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:484(reset)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        8    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1170(_close_pool_connections)
        1    0.000    0.000    0.003    0.003 pretty.py:1(<module>)
        1    0.000    0.000    0.022    0.022 _request_methods.py:1(<module>)
       12    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        3    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        2    0.000    0.000    0.001    0.001 readers.py:1(<module>)
      162    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        1    0.000    0.000    0.026    0.026 _base_connection.py:1(<module>)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.083    0.083 connection.py:27(create_connection)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        7    0.000    0.000    0.000    0.000 typing.py:1822(__new__)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        1    0.000    0.000    0.001    0.001 status_codes.py:1(<module>)
        1    0.000    0.000    0.714    0.714 client.py:324(begin)
        1    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:740(Optional)
        7    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
        1    0.000    0.000    0.014    0.014 financial.py:30(find)
        5    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
       15    0.000    0.000    0.000    0.000 element.py:1417(_all_strings)
       20    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
        1    0.000    0.000    0.001    0.001 utils.py:204(get_netrc_auth)
        1    0.000    0.000    0.006    0.006 _htmlparser.py:1(<module>)
    68/37    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        6    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        1    0.000    0.000    1.136    1.136 api.py:14(request)
        1    0.000    0.000    0.000    0.000 connection.py:320(close)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
       30    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        9    0.000    0.000    0.000    0.000 parse.py:164(hostname)
       14    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        2    0.000    0.000    0.000    0.000 client.py:430(close)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
       29    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
        1    0.000    0.000    0.015    0.015 feedparser.py:1(<module>)
        1    0.000    0.000    0.083    0.083 connection.py:192(_new_conn)
        7    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
        6    0.000    0.000    0.000    0.000 structures.py:40(__init__)
        6    0.000    0.000    0.000    0.000 parse.py:825(__getattr__)
        1    0.000    0.000    0.000    0.000 models.py:351(prepare)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
       31    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
       26    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
       30    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:61(lookup)
        7    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        1    0.000    0.000    0.000    0.000 __init__.py:365(Distribution)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
        3    0.000    0.000    0.000    0.000 typing.py:1548(__getitem__)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:335(extend)
       67    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.631    0.631 client.py:291(_read_status)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
       18    0.000    0.000    0.000    0.000 enum.py:828(__members__)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       20    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
       10    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
       25    0.000    0.000    0.000    0.000 _collections.py:300(add)
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
       22    0.000    0.000    0.000    0.000 threading.py:394(notify)
        1    0.000    0.000    0.001    0.001 core.py:21(where)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
        2    0.000    0.000    0.001    0.000 _adapters.py:1(<module>)
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        4    0.000    0.000    0.000    0.000 feedparser.py:176(_call_parse)
        1    0.000    0.000    0.000    0.000 utils.py:765(should_bypass_proxies)
      9/7    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1287(create_module)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        3    0.000    0.000    0.000    0.000 feedparser.py:100(push)
        1    0.000    0.000    0.001    0.001 socket.py:946(getaddrinfo)
       22    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        1    0.000    0.000    0.014    0.014 _policybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        5    0.000    0.000    0.000    0.000 connection.py:355(putheader)
        1    0.000    0.000    0.000    0.000 financial.py:45(out)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7da07bf3fb00}
        1    0.000    0.000    0.000    0.000 __init__.py:76(BeautifulSoup)
       23    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        4    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        4    0.000    0.000    0.001    0.000 ssl.py:399(__new__)
        1    0.000    0.000    0.000    0.000 css_match.py:378(Inputs)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       30    0.000    0.000    0.000    0.000 feedparser.py:77(readline)
        4    0.000    0.000    0.000    0.000 warnings.py:182(_add_filter)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        2    0.000    0.000    0.000    0.000 adapters.py:202(__init__)
        1    0.000    0.000    0.001    0.001 _adapters.py:144(_reader)
        6    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
       23    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
        6    0.000    0.000    0.000    0.000 element.py:273(get_text)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        1    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        1    0.000    0.000    0.239    0.239 _htmlparser.py:372(feed)
        1    0.000    0.000    0.000    0.000 _meta.py:8(PackageMetadata)
       19    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:997(exec_module)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        1    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
        4    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
        1    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:298(__init__)
        1    0.000    0.000    0.014    0.014 element.py:1987(find)
        1    0.000    0.000    0.000    0.000 client.py:865(__init__)
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        5    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
       26    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       26    0.000    0.000    0.000    0.000 typing.py:1258(__hash__)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
       18    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
       26    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        5    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:577(__init__)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:41(parse)
        1    0.000    0.000    0.000    0.000 {built-in method today}
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
        3    0.000    0.000    0.000    0.000 idna.py:155(encode)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
        4    0.000    0.000    0.000    0.000 message.py:529(get_all)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
       12    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
       23    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
       43    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
       31    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        2    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
        1    0.000    0.000    0.000    0.000 functools.py:732(_compose_mro)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        4    0.000    0.000    0.000    0.000 formatter.py:151(__init__)
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
        3    0.000    0.000    0.000    0.000 pathlib.py:357(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:838(select_proxy)
       37    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
       43    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        4    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
       22    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
        2    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:542(minimum_version)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        1    0.000    0.000    0.168    0.168 connectionpool.py:1085(_validate_conn)
        1    0.000    0.000    0.000    0.000 subprocess.py:695(_use_posix_spawn)
        1    0.000    0.000    0.239    0.239 parser.py:104(feed)
        1    0.000    0.000    0.714    0.714 client.py:1384(getresponse)
       20    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
       78    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 response.py:301(BaseHTTPResponse)
        1    0.000    0.000    1.136    1.136 api.py:62(get)
        1    0.000    0.000    0.000    0.000 response.py:544(HTTPResponse)
       51    0.000    0.000    0.000    0.000 element.py:1624(__eq__)
        1    0.000    0.000    0.000    0.000 adapters.py:359(build_response)
        2    0.000    0.000    0.000    0.000 element.py:2422(__init__)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
       15    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        1    0.000    0.000    0.000    0.000 client.py:231(_parse_header_lines)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        4    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        1    0.000    0.000    0.000    0.000 adapters.py:446(get_connection_with_tls_context)
        1    0.000    0.000    0.000    0.000 parser.py:56(parsestr)
       19    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        1    0.000    0.000    0.001    0.001 sessions.py:750(merge_environment_settings)
       22    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
       11    0.000    0.000    0.000    0.000 util.py:19(to_str)
       16    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 response.py:316(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:783(SSLObject)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 ssl.py:1200(sendall)
        1    0.000    0.000    0.001    0.001 _internal_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:46(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
        2    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        2    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
        1    0.000    0.000    0.000    0.000 weakref.py:585(__call__)
        5    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        1    0.000    0.000    0.000    0.000 client.py:1013(close)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.001    0.001 _meta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adapters.py:167(HTTPAdapter)
        1    0.000    0.000    0.001    0.001 __init__.py:152(EntryPoint)
        1    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
